Token	Sentença
lá	Simeão recebera as chicotadas imóvel, sem soltar um gemido, sem der­ramar uma lágrima, e sem pronunciar uma só palavra de arrependimento ou desculpa, e quando privado do açoite Domingos Caetano o ameaçava ainda, ele com os olhos turvos e como em olhar febril mediu de alto a bai­xo o senhor que tão justamente o castigara, e a senhora-moça que tão pie­dosa correra a poupá-lo a maior e bem merecida punição.
##gri	Simeão recebera as chicotadas imóvel, sem soltar um gemido, sem der­ramar uma lágrima, e sem pronunciar uma só palavra de arrependimento ou desculpa, e quando privado do açoite Domingos Caetano o ameaçava ainda, ele com os olhos turvos e como em olhar febril mediu de alto a bai­xo o senhor que tão justamente o castigara, e a senhora-moça que tão pie­dosa correra a poupá-lo a maior e bem merecida punição.
##ma	Simeão recebera as chicotadas imóvel, sem soltar um gemido, sem der­ramar uma lágrima, e sem pronunciar uma só palavra de arrependimento ou desculpa, e quando privado do açoite Domingos Caetano o ameaçava ainda, ele com os olhos turvos e como em olhar febril mediu de alto a bai­xo o senhor que tão justamente o castigara, e a senhora-moça que tão pie­dosa correra a poupá-lo a maior e bem merecida punição.
,	Simeão recebera as chicotadas imóvel, sem soltar um gemido, sem der­ramar uma lágrima, e sem pronunciar uma só palavra de arrependimento ou desculpa, e quando privado do açoite Domingos Caetano o ameaçava ainda, ele com os olhos turvos e como em olhar febril mediu de alto a bai­xo o senhor que tão justamente o castigara, e a senhora-moça que tão pie­dosa correra a poupá-lo a maior e bem merecida punição.
e	Simeão recebera as chicotadas imóvel, sem soltar um gemido, sem der­ramar uma lágrima, e sem pronunciar uma só palavra de arrependimento ou desculpa, e quando privado do açoite Domingos Caetano o ameaçava ainda, ele com os olhos turvos e como em olhar febril mediu de alto a bai­xo o senhor que tão justamente o castigara, e a senhora-moça que tão pie­dosa correra a poupá-lo a maior e bem merecida punição.
sem	Simeão recebera as chicotadas imóvel, sem soltar um gemido, sem der­ramar uma lágrima, e sem pronunciar uma só palavra de arrependimento ou desculpa, e quando privado do açoite Domingos Caetano o ameaçava ainda, ele com os olhos turvos e como em olhar febril mediu de alto a bai­xo o senhor que tão justamente o castigara, e a senhora-moça que tão pie­dosa correra a poupá-lo a maior e bem merecida punição.
pronuncia	Simeão recebera as chicotadas imóvel, sem soltar um gemido, sem der­ramar uma lágrima, e sem pronunciar uma só palavra de arrependimento ou desculpa, e quando privado do açoite Domingos Caetano o ameaçava ainda, ele com os olhos turvos e como em olhar febril mediu de alto a bai­xo o senhor que tão justamente o castigara, e a senhora-moça que tão pie­dosa correra a poupá-lo a maior e bem merecida punição.
##r	Simeão recebera as chicotadas imóvel, sem soltar um gemido, sem der­ramar uma lágrima, e sem pronunciar uma só palavra de arrependimento ou desculpa, e quando privado do açoite Domingos Caetano o ameaçava ainda, ele com os olhos turvos e como em olhar febril mediu de alto a bai­xo o senhor que tão justamente o castigara, e a senhora-moça que tão pie­dosa correra a poupá-lo a maior e bem merecida punição.
uma	Simeão recebera as chicotadas imóvel, sem soltar um gemido, sem der­ramar uma lágrima, e sem pronunciar uma só palavra de arrependimento ou desculpa, e quando privado do açoite Domingos Caetano o ameaçava ainda, ele com os olhos turvos e como em olhar febril mediu de alto a bai­xo o senhor que tão justamente o castigara, e a senhora-moça que tão pie­dosa correra a poupá-lo a maior e bem merecida punição.
só	Simeão recebera as chicotadas imóvel, sem soltar um gemido, sem der­ramar uma lágrima, e sem pronunciar uma só palavra de arrependimento ou desculpa, e quando privado do açoite Domingos Caetano o ameaçava ainda, ele com os olhos turvos e como em olhar febril mediu de alto a bai­xo o senhor que tão justamente o castigara, e a senhora-moça que tão pie­dosa correra a poupá-lo a maior e bem merecida punição.
palavra	Simeão recebera as chicotadas imóvel, sem soltar um gemido, sem der­ramar uma lágrima, e sem pronunciar uma só palavra de arrependimento ou desculpa, e quando privado do açoite Domingos Caetano o ameaçava ainda, ele com os olhos turvos e como em olhar febril mediu de alto a bai­xo o senhor que tão justamente o castigara, e a senhora-moça que tão pie­dosa correra a poupá-lo a maior e bem merecida punição.
de	Simeão recebera as chicotadas imóvel, sem soltar um gemido, sem der­ramar uma lágrima, e sem pronunciar uma só palavra de arrependimento ou desculpa, e quando privado do açoite Domingos Caetano o ameaçava ainda, ele com os olhos turvos e como em olhar febril mediu de alto a bai­xo o senhor que tão justamente o castigara, e a senhora-moça que tão pie­dosa correra a poupá-lo a maior e bem merecida punição.
arre	Simeão recebera as chicotadas imóvel, sem soltar um gemido, sem der­ramar uma lágrima, e sem pronunciar uma só palavra de arrependimento ou desculpa, e quando privado do açoite Domingos Caetano o ameaçava ainda, ele com os olhos turvos e como em olhar febril mediu de alto a bai­xo o senhor que tão justamente o castigara, e a senhora-moça que tão pie­dosa correra a poupá-lo a maior e bem merecida punição.
##pend	Simeão recebera as chicotadas imóvel, sem soltar um gemido, sem der­ramar uma lágrima, e sem pronunciar uma só palavra de arrependimento ou desculpa, e quando privado do açoite Domingos Caetano o ameaçava ainda, ele com os olhos turvos e como em olhar febril mediu de alto a bai­xo o senhor que tão justamente o castigara, e a senhora-moça que tão pie­dosa correra a poupá-lo a maior e bem merecida punição.
##imento	Simeão recebera as chicotadas imóvel, sem soltar um gemido, sem der­ramar uma lágrima, e sem pronunciar uma só palavra de arrependimento ou desculpa, e quando privado do açoite Domingos Caetano o ameaçava ainda, ele com os olhos turvos e como em olhar febril mediu de alto a bai­xo o senhor que tão justamente o castigara, e a senhora-moça que tão pie­dosa correra a poupá-lo a maior e bem merecida punição.
ou	Simeão recebera as chicotadas imóvel, sem soltar um gemido, sem der­ramar uma lágrima, e sem pronunciar uma só palavra de arrependimento ou desculpa, e quando privado do açoite Domingos Caetano o ameaçava ainda, ele com os olhos turvos e como em olhar febril mediu de alto a bai­xo o senhor que tão justamente o castigara, e a senhora-moça que tão pie­dosa correra a poupá-lo a maior e bem merecida punição.
descul	Simeão recebera as chicotadas imóvel, sem soltar um gemido, sem der­ramar uma lágrima, e sem pronunciar uma só palavra de arrependimento ou desculpa, e quando privado do açoite Domingos Caetano o ameaçava ainda, ele com os olhos turvos e como em olhar febril mediu de alto a bai­xo o senhor que tão justamente o castigara, e a senhora-moça que tão pie­dosa correra a poupá-lo a maior e bem merecida punição.
##pa	Simeão recebera as chicotadas imóvel, sem soltar um gemido, sem der­ramar uma lágrima, e sem pronunciar uma só palavra de arrependimento ou desculpa, e quando privado do açoite Domingos Caetano o ameaçava ainda, ele com os olhos turvos e como em olhar febril mediu de alto a bai­xo o senhor que tão justamente o castigara, e a senhora-moça que tão pie­dosa correra a poupá-lo a maior e bem merecida punição.
,	Simeão recebera as chicotadas imóvel, sem soltar um gemido, sem der­ramar uma lágrima, e sem pronunciar uma só palavra de arrependimento ou desculpa, e quando privado do açoite Domingos Caetano o ameaçava ainda, ele com os olhos turvos e como em olhar febril mediu de alto a bai­xo o senhor que tão justamente o castigara, e a senhora-moça que tão pie­dosa correra a poupá-lo a maior e bem merecida punição.
e	Simeão recebera as chicotadas imóvel, sem soltar um gemido, sem der­ramar uma lágrima, e sem pronunciar uma só palavra de arrependimento ou desculpa, e quando privado do açoite Domingos Caetano o ameaçava ainda, ele com os olhos turvos e como em olhar febril mediu de alto a bai­xo o senhor que tão justamente o castigara, e a senhora-moça que tão pie­dosa correra a poupá-lo a maior e bem merecida punição.
quando	Simeão recebera as chicotadas imóvel, sem soltar um gemido, sem der­ramar uma lágrima, e sem pronunciar uma só palavra de arrependimento ou desculpa, e quando privado do açoite Domingos Caetano o ameaçava ainda, ele com os olhos turvos e como em olhar febril mediu de alto a bai­xo o senhor que tão justamente o castigara, e a senhora-moça que tão pie­dosa correra a poupá-lo a maior e bem merecida punição.
privado	Simeão recebera as chicotadas imóvel, sem soltar um gemido, sem der­ramar uma lágrima, e sem pronunciar uma só palavra de arrependimento ou desculpa, e quando privado do açoite Domingos Caetano o ameaçava ainda, ele com os olhos turvos e como em olhar febril mediu de alto a bai­xo o senhor que tão justamente o castigara, e a senhora-moça que tão pie­dosa correra a poupá-lo a maior e bem merecida punição.
do	Simeão recebera as chicotadas imóvel, sem soltar um gemido, sem der­ramar uma lágrima, e sem pronunciar uma só palavra de arrependimento ou desculpa, e quando privado do açoite Domingos Caetano o ameaçava ainda, ele com os olhos turvos e como em olhar febril mediu de alto a bai­xo o senhor que tão justamente o castigara, e a senhora-moça que tão pie­dosa correra a poupá-lo a maior e bem merecida punição.
aço	Simeão recebera as chicotadas imóvel, sem soltar um gemido, sem der­ramar uma lágrima, e sem pronunciar uma só palavra de arrependimento ou desculpa, e quando privado do açoite Domingos Caetano o ameaçava ainda, ele com os olhos turvos e como em olhar febril mediu de alto a bai­xo o senhor que tão justamente o castigara, e a senhora-moça que tão pie­dosa correra a poupá-lo a maior e bem merecida punição.
##ite	Simeão recebera as chicotadas imóvel, sem soltar um gemido, sem der­ramar uma lágrima, e sem pronunciar uma só palavra de arrependimento ou desculpa, e quando privado do açoite Domingos Caetano o ameaçava ainda, ele com os olhos turvos e como em olhar febril mediu de alto a bai­xo o senhor que tão justamente o castigara, e a senhora-moça que tão pie­dosa correra a poupá-lo a maior e bem merecida punição.
Domingos	Simeão recebera as chicotadas imóvel, sem soltar um gemido, sem der­ramar uma lágrima, e sem pronunciar uma só palavra de arrependimento ou desculpa, e quando privado do açoite Domingos Caetano o ameaçava ainda, ele com os olhos turvos e como em olhar febril mediu de alto a bai­xo o senhor que tão justamente o castigara, e a senhora-moça que tão pie­dosa correra a poupá-lo a maior e bem merecida punição.
Caetano	Simeão recebera as chicotadas imóvel, sem soltar um gemido, sem der­ramar uma lágrima, e sem pronunciar uma só palavra de arrependimento ou desculpa, e quando privado do açoite Domingos Caetano o ameaçava ainda, ele com os olhos turvos e como em olhar febril mediu de alto a bai­xo o senhor que tão justamente o castigara, e a senhora-moça que tão pie­dosa correra a poupá-lo a maior e bem merecida punição.
o	Simeão recebera as chicotadas imóvel, sem soltar um gemido, sem der­ramar uma lágrima, e sem pronunciar uma só palavra de arrependimento ou desculpa, e quando privado do açoite Domingos Caetano o ameaçava ainda, ele com os olhos turvos e como em olhar febril mediu de alto a bai­xo o senhor que tão justamente o castigara, e a senhora-moça que tão pie­dosa correra a poupá-lo a maior e bem merecida punição.
ameaça	Simeão recebera as chicotadas imóvel, sem soltar um gemido, sem der­ramar uma lágrima, e sem pronunciar uma só palavra de arrependimento ou desculpa, e quando privado do açoite Domingos Caetano o ameaçava ainda, ele com os olhos turvos e como em olhar febril mediu de alto a bai­xo o senhor que tão justamente o castigara, e a senhora-moça que tão pie­dosa correra a poupá-lo a maior e bem merecida punição.
##va	Simeão recebera as chicotadas imóvel, sem soltar um gemido, sem der­ramar uma lágrima, e sem pronunciar uma só palavra de arrependimento ou desculpa, e quando privado do açoite Domingos Caetano o ameaçava ainda, ele com os olhos turvos e como em olhar febril mediu de alto a bai­xo o senhor que tão justamente o castigara, e a senhora-moça que tão pie­dosa correra a poupá-lo a maior e bem merecida punição.
ainda	Simeão recebera as chicotadas imóvel, sem soltar um gemido, sem der­ramar uma lágrima, e sem pronunciar uma só palavra de arrependimento ou desculpa, e quando privado do açoite Domingos Caetano o ameaçava ainda, ele com os olhos turvos e como em olhar febril mediu de alto a bai­xo o senhor que tão justamente o castigara, e a senhora-moça que tão pie­dosa correra a poupá-lo a maior e bem merecida punição.
